,Brand,Processor,RAM,Storage,GPU,ScreenSize,Resolution,BatteryLife,Weight,Operating System,Price,ProcessorBrand,GPUBrand,GPU_Model,GPUreleaseYear
11407,Microsoft,AMD Ryzen 9,4,2TB SSD,AMD Radeon RX 6600,13.3,3840x2160,4.2,1.51,FreeDOS,2456.88,AMD,AMD Radeon,RX 6600,2021
11409,Razer,AMD Ryzen 7,32,1TB SSD,AMD Radeon RX 6600,16.0,1920x1080,11.8,2.51,Windows,3110.44,AMD,AMD Radeon,RX 6600,2021
11410,HP,Intel i9,16,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,11.2,2.89,FreeDOS,2347.09,Intel,AMD Radeon,RX 6600,2021
11411,Lenovo,Intel i9,64,1TB HDD,Nvidia GTX 1650,17.3,1366x768,6.4,2.63,Windows,2874.88,Intel,Nvidia,GTX 1650,2019
11413,Dell,Intel i3,4,1TB SSD,AMD Radeon RX 6600,17.3,2560x1440,9.2,1.79,macOS,1194.34,Intel,AMD Radeon,RX 6600,2021
11416,Asus,Intel i7,64,2TB SSD,Nvidia,16.0,3840x2160,6.0,1.3,FreeDOS,3740.42,Intel,Nvidia,,2020
11418,Dell,AMD Ryzen 7,8,1TB SSD,Nvidia,14.0,1920x1080,6.8,3.31,Linux,789.36,AMD,Nvidia,,2020
11419,Lenovo,Intel i5,16,2TB SSD,Nvidia RTX 2060,13.3,3840x2160,10.0,1.49,Linux,1852.07,Intel,Nvidia,RTX 2060,2019
11420,Razer,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 3060,14.0,1366x768,11.2,1.25,FreeDOS,2302.66,AMD,Nvidia,RTX 3060,2021
11421,Microsoft,Intel i9,64,256GB SSD,Nvidia RTX 3060,13.3,2560x1440,11.8,3.38,macOS,4762.48,Intel,Nvidia,RTX 3060,2021
11422,Asus,AMD Ryzen 7,64,1TB SSD,Nvidia,16.0,3840x2160,8.4,1.35,Windows,3651.93,AMD,Nvidia,,2019
11423,MSI,AMD Ryzen 9,16,2TB SSD,Nvidia RTX 3080,15.6,1920x1080,5.0,2.28,macOS,2684.68,AMD,Nvidia,RTX 3080,2020
11424,Lenovo,AMD Ryzen 9,64,256GB SSD,AMD Radeon RX 6800,14.0,1366x768,8.1,3.21,FreeDOS,3358.1,AMD,AMD Radeon,RX 6800,2020
11425,Dell,Intel i5,8,512GB SSD,Nvidia GTX 1650,13.3,3840x2160,8.6,3.26,FreeDOS,1662.06,Intel,Nvidia,GTX 1650,2019
11427,Samsung,AMD Ryzen 7,16,256GB SSD,Nvidia RTX 3080,16.0,2560x1440,11.1,2.58,macOS,2063.3,AMD,Nvidia,RTX 3080,2020
11428,Samsung,Intel i3,16,256GB SSD,AMD Radeon RX 6600,17.3,2560x1440,7.1,2.06,Linux,1530.06,Intel,AMD Radeon,RX 6600,2021
11429,MSI,Intel i9,64,1TB SSD,Nvidia RTX 3080,14.0,2560x1440,4.5,2.16,Windows,6486.56,Intel,Nvidia,RTX 3080,2020
11430,Razer,Intel i7,32,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,11.9,2.73,FreeDOS,5069.67,Intel,AMD Radeon,RX 6600,2021
11431,Lenovo,Intel i9,8,256GB SSD,Nvidia GTX 1650,14.0,2560x1440,9.8,1.44,Linux,2198.33,Intel,Nvidia,GTX 1650,2019
11432,Samsung,Intel i7,16,512GB SSD,Nvidia RTX 2060,15.6,1366x768,7.2,2.96,Linux,1323.33,Intel,Nvidia,RTX 2060,2019
11433,Dell,Intel i9,32,2TB SSD,Nvidia,13.3,1920x1080,6.5,1.53,Linux,1892.02,Intel,Nvidia,,2020
11435,HP,AMD Ryzen 5,16,2TB SSD,Nvidia RTX 3080,17.3,1920x1080,9.9,1.55,Windows,1382.7,AMD,Nvidia,RTX 3080,2020
11436,Acer,AMD Ryzen 9,16,2TB SSD,AMD Radeon RX 6800,16.0,1366x768,7.1,1.31,Windows,1825.89,AMD,AMD Radeon,RX 6800,2020
11437,MSI,Intel i3,32,256GB SSD,Nvidia RTX 2060,14.0,1366x768,9.3,1.39,Windows,1580.51,Intel,Nvidia,RTX 2060,2019
11438,Acer,Intel i7,8,1TB HDD,Nvidia,14.0,1920x1080,7.9,2.87,macOS,811.13,Intel,Nvidia,,2020
11439,MSI,Intel i5,32,256GB SSD,AMD Radeon RX 6800,15.6,2560x1440,4.0,1.55,Linux,2700.64,Intel,AMD Radeon,RX 6800,2020
11440,HP,AMD Ryzen 7,32,512GB SSD,AMD Radeon RX 6600,14.0,1920x1080,4.1,1.91,Windows,2039.23,AMD,AMD Radeon,RX 6600,2021
11441,Dell,Intel i3,32,1TB SSD,AMD Radeon RX 6600,14.0,3840x2160,5.9,2.42,Linux,2232.33,Intel,AMD Radeon,RX 6600,2021
11442,Lenovo,AMD Ryzen 5,32,1TB HDD,AMD Radeon RX 6600,16.0,2560x1440,7.0,1.63,Windows,1917.54,AMD,AMD Radeon,RX 6600,2021
11443,Dell,Intel i7,16,1TB SSD,Nvidia GTX 1650,14.0,3840x2160,7.6,2.2,Linux,2330.68,Intel,Nvidia,GTX 1650,2019
11444,Microsoft,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6600,14.0,1920x1080,10.9,2.65,Linux,2569.68,AMD,AMD Radeon,RX 6600,2021
11445,Microsoft,Intel i3,8,512GB SSD,Nvidia RTX 3060,16.0,2560x1440,5.2,3.2,FreeDOS,1190.94,Intel,Nvidia,RTX 3060,2021
11446,Microsoft,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 2060,17.3,1920x1080,5.7,2.84,Windows,813.52,AMD,Nvidia,RTX 2060,2019
11447,MSI,Intel i3,64,2TB SSD,AMD Radeon RX 6600,13.3,1920x1080,8.4,2.57,Linux,2640.37,Intel,AMD Radeon,RX 6600,2021
11449,Microsoft,Intel i3,4,1TB SSD,Nvidia RTX 3080,15.6,2560x1440,9.6,2.71,macOS,976.72,Intel,Nvidia,RTX 3080,2020
11450,Dell,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 2060,15.6,1366x768,6.3,2.37,FreeDOS,2186.82,AMD,Nvidia,RTX 2060,2019
11451,Acer,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 3080,17.3,1920x1080,4.4,2.08,macOS,1216.14,AMD,Nvidia,RTX 3080,2020
11452,Razer,AMD Ryzen 7,64,256GB SSD,Nvidia RTX 3060,13.3,1366x768,6.6,2.43,Windows,3554.76,AMD,Nvidia,RTX 3060,2021
11453,Asus,AMD Ryzen 5,32,1TB SSD,AMD Radeon RX 6800,15.6,2560x1440,4.5,2.06,Linux,2240.76,AMD,AMD Radeon,RX 6800,2020
11454,MSI,AMD Ryzen 5,16,2TB SSD,AMD Radeon RX 6800,14.0,3840x2160,5.9,1.61,FreeDOS,2461.79,AMD,AMD Radeon,RX 6800,2020
11455,Dell,AMD Ryzen 9,64,2TB SSD,Nvidia,13.3,2560x1440,10.5,1.8,FreeDOS,3225.51,AMD,Nvidia,,2019
11456,Lenovo,AMD Ryzen 5,32,1TB SSD,AMD Radeon RX 6800,16.0,1920x1080,7.9,2.64,Windows,1717.76,AMD,AMD Radeon,RX 6800,2020
11457,Acer,Intel i9,16,512GB SSD,AMD Radeon RX 6800,15.6,3840x2160,7.0,2.76,Linux,3583.54,Intel,AMD Radeon,RX 6800,2020
11458,Lenovo,Intel i3,32,512GB SSD,Nvidia RTX 3080,17.3,1920x1080,6.2,1.69,Linux,1615.59,Intel,Nvidia,RTX 3080,2020
11459,Asus,Intel i7,64,256GB SSD,Nvidia RTX 2060,15.6,1366x768,9.7,3.46,Windows,2694.19,Intel,Nvidia,RTX 2060,2019
11460,Lenovo,AMD Ryzen 3,4,256GB SSD,Nvidia,16.0,2560x1440,5.2,1.91,Linux,753.1,AMD,Nvidia,,2019
11461,Acer,AMD Ryzen 9,16,1TB HDD,Nvidia RTX 2060,13.3,1366x768,8.4,2.67,Windows,1496.3,AMD,Nvidia,RTX 2060,2019
11462,Asus,Intel i3,8,1TB SSD,Nvidia GTX 1650,17.3,2560x1440,10.3,1.68,FreeDOS,1191.21,Intel,Nvidia,GTX 1650,2019
11463,MSI,Intel i5,4,2TB SSD,Nvidia RTX 3080,17.3,1920x1080,8.2,1.65,FreeDOS,1406.22,Intel,Nvidia,RTX 3080,2020
11464,Dell,Intel i7,32,1TB HDD,Nvidia RTX 3080,14.0,1920x1080,11.8,1.83,macOS,1730.5,Intel,Nvidia,RTX 3080,2020
11465,HP,AMD Ryzen 7,8,1TB HDD,Integrated,16.0,1920x1080,6.7,2.92,macOS,656.53,AMD,Integrata,,2019
11467,Asus,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 2060,17.3,1366x768,5.6,1.25,Linux,1933.74,AMD,Nvidia,RTX 2060,2019
11468,Dell,AMD Ryzen 9,16,2TB SSD,Nvidia GTX 1650,17.3,3840x2160,5.9,2.92,macOS,3749.22,AMD,Nvidia,GTX 1650,2019
11469,Microsoft,Intel i7,4,1TB SSD,Nvidia RTX 3080,16.0,1366x768,8.9,2.62,FreeDOS,1066.17,Intel,Nvidia,RTX 3080,2020
11470,Razer,Intel i7,16,2TB SSD,Nvidia GTX 1650,15.6,1366x768,9.9,2.17,macOS,1822.55,Intel,Nvidia,GTX 1650,2019
11471,Dell,Intel i9,16,256GB SSD,Nvidia RTX 3080,14.0,2560x1440,9.0,1.52,Linux,2449.84,Intel,Nvidia,RTX 3080,2020
11472,Razer,AMD Ryzen 3,4,256GB SSD,AMD Radeon RX 6800,16.0,1366x768,6.9,3.05,macOS,1092.88,AMD,AMD Radeon,RX 6800,2020
11473,Razer,Intel i5,64,2TB SSD,AMD Radeon RX 6800,16.0,1366x768,11.1,2.97,Linux,3067.93,Intel,AMD Radeon,RX 6800,2020
11474,Asus,Intel i3,16,512GB SSD,AMD Radeon RX 6800,13.3,2560x1440,8.4,2.38,FreeDOS,1177.31,Intel,AMD Radeon,RX 6800,2020
11476,Dell,Intel i9,64,2TB SSD,Nvidia GTX 1650,15.6,1366x768,5.8,1.81,macOS,3657.1,Intel,Nvidia,GTX 1650,2019
11477,Lenovo,AMD Ryzen 9,4,1TB HDD,Nvidia RTX 3080,13.3,3840x2160,6.8,3.25,FreeDOS,1989.4,AMD,Nvidia,RTX 3080,2020
11478,HP,Intel i9,32,2TB SSD,Nvidia,15.6,1366x768,6.1,3.5,Windows,1513.48,Intel,Nvidia,,2019
11479,Samsung,Intel i3,32,1TB SSD,Nvidia GTX 1650,13.3,3840x2160,7.6,3.2,Windows,2329.48,Intel,Nvidia,GTX 1650,2019
11480,Razer,AMD Ryzen 3,8,1TB HDD,Nvidia RTX 3080,13.3,1366x768,6.9,3.01,Windows,771.14,AMD,Nvidia,RTX 3080,2020
11481,Asus,AMD Ryzen 7,4,1TB SSD,AMD Radeon RX 6600,17.3,2560x1440,11.9,1.54,Windows,1630.41,AMD,AMD Radeon,RX 6600,2021
11482,Razer,Intel i5,8,1TB HDD,Nvidia RTX 2060,14.0,2560x1440,7.9,1.96,FreeDOS,1456.86,Intel,Nvidia,RTX 2060,2019
11483,HP,Intel i7,8,512GB SSD,Nvidia RTX 3060,16.0,1920x1080,8.7,2.55,Linux,1349.69,Intel,Nvidia,RTX 3060,2021
11484,HP,Intel i7,4,512GB SSD,Nvidia RTX 3060,17.3,1920x1080,10.7,2.64,FreeDOS,1329.49,Intel,Nvidia,RTX 3060,2021
11485,Asus,AMD Ryzen 3,32,1TB HDD,Nvidia RTX 3060,16.0,1920x1080,8.2,2.2,FreeDOS,1131.2,AMD,Nvidia,RTX 3060,2021
11486,Asus,Intel i9,64,2TB SSD,Nvidia RTX 3060,13.3,3840x2160,11.3,3.35,macOS,6639.17,Intel,Nvidia,RTX 3060,2021
11487,Asus,Intel i3,16,1TB SSD,AMD Radeon RX 6800,15.6,1920x1080,7.4,2.09,macOS,1179.4,Intel,AMD Radeon,RX 6800,2020
11489,Lenovo,Intel i7,16,1TB HDD,Nvidia RTX 3060,14.0,1920x1080,4.8,2.41,Linux,1240.42,Intel,Nvidia,RTX 3060,2021
11491,Razer,AMD Ryzen 3,8,256GB SSD,AMD Radeon RX 6600,16.0,3840x2160,10.6,2.76,macOS,2229.52,AMD,AMD Radeon,RX 6600,2021
11492,MSI,Intel i3,8,2TB SSD,Nvidia RTX 3080,15.6,3840x2160,10.3,1.72,macOS,2074.75,Intel,Nvidia,RTX 3080,2020
11493,Samsung,Intel i7,16,1TB SSD,Nvidia GTX 1650,15.6,3840x2160,5.0,1.46,macOS,2590.35,Intel,Nvidia,GTX 1650,2019
11494,Samsung,Intel i3,16,1TB SSD,AMD Radeon RX 6600,16.0,1920x1080,11.7,1.7,FreeDOS,1121.44,Intel,AMD Radeon,RX 6600,2021
11495,Samsung,Intel i7,8,1TB HDD,AMD Radeon RX 6600,13.3,2560x1440,9.8,1.31,Linux,1453.09,Intel,AMD Radeon,RX 6600,2021
11497,Dell,AMD Ryzen 9,16,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,11.8,1.76,Linux,2644.06,AMD,Nvidia,RTX 3060,2021
11498,MSI,AMD Ryzen 5,16,1TB HDD,Nvidia GTX 1650,13.3,3840x2160,4.3,2.01,Linux,2167.99,AMD,Nvidia,GTX 1650,2019
11499,MSI,Intel i7,64,1TB HDD,Nvidia GTX 1650,16.0,2560x1440,5.1,2.19,Windows,4371.04,Intel,Nvidia,GTX 1650,2019
11500,Asus,AMD Ryzen 9,64,512GB SSD,Nvidia RTX 2060,14.0,1920x1080,10.0,3.37,Windows,3961.71,AMD,Nvidia,RTX 2060,2019
11501,MSI,Intel i5,64,512GB SSD,Nvidia RTX 3080,13.3,2560x1440,12.0,2.52,Linux,3836.59,Intel,Nvidia,RTX 3080,2020
11502,Acer,Intel i3,4,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,5.9,1.67,FreeDOS,1401.0,Intel,AMD Radeon,RX 6600,2021
11503,Lenovo,Intel i3,4,2TB SSD,AMD Radeon RX 6800,14.0,1920x1080,7.8,1.79,macOS,749.09,Intel,AMD Radeon,RX 6800,2020
11504,Asus,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 3060,13.3,1920x1080,10.7,3.1,Linux,972.04,AMD,Nvidia,RTX 3060,2021
11505,Acer,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3060,16.0,2560x1440,5.9,2.52,FreeDOS,1536.52,AMD,Nvidia,RTX 3060,2021
11506,Samsung,Intel i3,8,2TB SSD,AMD Radeon RX 6600,13.3,1366x768,7.8,3.46,FreeDOS,801.14,Intel,AMD Radeon,RX 6600,2021
11507,Asus,Intel i3,4,512GB SSD,Nvidia,17.3,2560x1440,9.0,2.39,macOS,789.44,Intel,Nvidia,,2021
11508,Acer,Intel i7,32,1TB SSD,AMD Radeon RX 6600,17.3,1366x768,10.2,2.71,Linux,1755.15,Intel,AMD Radeon,RX 6600,2021
11509,Dell,AMD Ryzen 9,16,2TB SSD,Nvidia RTX 3080,17.3,3840x2160,5.7,1.85,Linux,3473.58,AMD,Nvidia,RTX 3080,2020
11510,Microsoft,Intel i3,64,1TB SSD,Nvidia GTX 1650,15.6,1366x768,7.6,3.21,Linux,1748.25,Intel,Nvidia,GTX 1650,2019
11511,Dell,AMD Ryzen 5,64,256GB SSD,Nvidia RTX 3060,17.3,2560x1440,7.6,2.44,Linux,3148.39,AMD,Nvidia,RTX 3060,2021
11512,Microsoft,Intel i9,64,1TB HDD,Nvidia RTX 2060,15.6,1366x768,11.1,2.1,FreeDOS,2936.12,Intel,Nvidia,RTX 2060,2019
11513,MSI,AMD Ryzen 5,8,2TB SSD,Nvidia GTX 1650,14.0,2560x1440,4.1,1.23,Windows,1482.81,AMD,Nvidia,GTX 1650,2019
11515,Lenovo,AMD Ryzen 9,16,1TB SSD,AMD Radeon RX 6800,13.3,1366x768,6.8,2.13,FreeDOS,1779.39,AMD,AMD Radeon,RX 6800,2020
11516,Microsoft,AMD Ryzen 3,64,1TB SSD,Nvidia GTX 1650,15.6,3840x2160,4.5,2.06,Linux,3622.98,AMD,Nvidia,GTX 1650,2019
11517,Microsoft,AMD Ryzen 5,64,512GB SSD,AMD Radeon RX 6800,13.3,3840x2160,10.2,2.73,macOS,3951.52,AMD,AMD Radeon,RX 6800,2020
11518,Dell,AMD Ryzen 5,32,2TB SSD,Nvidia RTX 2060,17.3,1920x1080,10.9,2.71,Linux,1652.69,AMD,Nvidia,RTX 2060,2019
11519,MSI,Intel i3,64,512GB SSD,Nvidia GTX 1650,13.3,1366x768,9.7,3.47,Windows,2183.13,Intel,Nvidia,GTX 1650,2019
11520,HP,Intel i3,32,1TB HDD,Nvidia GTX 1650,16.0,1920x1080,10.4,1.36,FreeDOS,1342.34,Intel,Nvidia,GTX 1650,2019
11521,Microsoft,AMD Ryzen 3,64,2TB SSD,Nvidia GTX 1650,14.0,1366x768,5.8,2.08,Windows,1726.24,AMD,Nvidia,GTX 1650,2019
11522,MSI,AMD Ryzen 7,8,1TB HDD,Nvidia RTX 2060,13.3,1366x768,10.1,3.05,Windows,1118.21,AMD,Nvidia,RTX 2060,2019
11523,Razer,Intel i5,16,512GB SSD,Nvidia RTX 2060,13.3,1920x1080,5.7,1.24,Windows,1791.36,Intel,Nvidia,RTX 2060,2019
11524,Samsung,Intel i7,8,512GB SSD,Nvidia,17.3,3840x2160,5.9,2.8,Linux,1486.21,Intel,Nvidia,,2019
11525,Razer,AMD Ryzen 5,8,256GB SSD,AMD Radeon RX 6600,17.3,3840x2160,10.8,1.97,Windows,2584.61,AMD,AMD Radeon,RX 6600,2021
11526,Microsoft,Intel i9,64,1TB SSD,AMD Radeon RX 6600,17.3,1920x1080,7.5,1.65,FreeDOS,4290.14,Intel,AMD Radeon,RX 6600,2021
11527,HP,AMD Ryzen 9,16,1TB HDD,AMD Radeon RX 6600,15.6,2560x1440,9.9,2.17,macOS,2193.57,AMD,AMD Radeon,RX 6600,2021
11528,Asus,Intel i9,8,1TB SSD,AMD Radeon RX 6600,17.3,1920x1080,8.9,1.24,FreeDOS,1863.32,Intel,AMD Radeon,RX 6600,2021
11530,Razer,AMD Ryzen 3,16,1TB SSD,AMD Radeon RX 6800,13.3,3840x2160,5.3,2.07,macOS,2185.11,AMD,AMD Radeon,RX 6800,2020
11531,HP,AMD Ryzen 5,8,1TB HDD,AMD Radeon RX 6600,17.3,1920x1080,12.0,2.32,Linux,993.08,AMD,AMD Radeon,RX 6600,2021
11532,Microsoft,Intel i7,4,2TB SSD,Nvidia GTX 1650,15.6,3840x2160,11.4,2.73,FreeDOS,2204.43,Intel,Nvidia,GTX 1650,2019
11533,Samsung,Intel i3,16,256GB SSD,Nvidia RTX 2060,15.6,2560x1440,8.0,1.53,Linux,1297.93,Intel,Nvidia,RTX 2060,2019
11534,HP,AMD Ryzen 5,32,1TB SSD,Nvidia GTX 1650,14.0,1366x768,10.2,1.75,macOS,1380.45,AMD,Nvidia,GTX 1650,2019
11535,Acer,AMD Ryzen 5,64,1TB SSD,Nvidia GTX 1650,16.0,1366x768,9.3,3.3,macOS,2331.86,AMD,Nvidia,GTX 1650,2019
11536,Dell,Intel i7,64,256GB SSD,AMD Radeon RX 6600,15.6,3840x2160,10.4,2.88,Linux,5283.9,Intel,AMD Radeon,RX 6600,2021
11538,Dell,Intel i3,8,1TB HDD,Nvidia GTX 1650,15.6,1920x1080,11.5,3.38,macOS,716.97,Intel,Nvidia,GTX 1650,2019
11539,HP,Intel i7,4,2TB SSD,AMD Radeon RX 6800,17.3,1366x768,6.8,2.78,Windows,1084.09,Intel,AMD Radeon,RX 6800,2020
11540,HP,AMD Ryzen 9,4,2TB SSD,Nvidia RTX 3080,16.0,2560x1440,8.0,2.0,FreeDOS,2203.04,AMD,Nvidia,RTX 3080,2020
11542,Microsoft,AMD Ryzen 3,16,512GB SSD,AMD Radeon RX 6600,14.0,1920x1080,4.6,1.9,FreeDOS,985.61,AMD,AMD Radeon,RX 6600,2021
11543,HP,AMD Ryzen 3,4,2TB SSD,AMD Radeon RX 6600,13.3,2560x1440,6.0,3.36,Windows,993.95,AMD,AMD Radeon,RX 6600,2021
11544,Lenovo,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 3080,13.3,3840x2160,7.4,3.28,Windows,3801.98,AMD,Nvidia,RTX 3080,2020
11545,Acer,Intel i7,4,512GB SSD,AMD Radeon RX 6600,16.0,1366x768,6.5,1.61,Windows,1179.3,Intel,AMD Radeon,RX 6600,2021
11546,Dell,Intel i3,64,256GB SSD,Nvidia RTX 3080,13.3,1920x1080,5.6,1.29,FreeDOS,2026.76,Intel,Nvidia,RTX 3080,2020
11547,MSI,AMD Ryzen 7,16,1TB HDD,AMD Radeon RX 6600,17.3,1366x768,9.6,2.95,FreeDOS,1632.09,AMD,AMD Radeon,RX 6600,2021
11549,Dell,Intel i3,4,512GB SSD,AMD Radeon RX 6600,17.3,1920x1080,11.2,3.14,Linux,966.81,Intel,AMD Radeon,RX 6600,2021
11550,Lenovo,Intel i7,32,512GB SSD,Nvidia RTX 3080,15.6,1920x1080,11.9,1.41,Windows,2055.35,Intel,Nvidia,RTX 3080,2020
11551,Microsoft,Intel i5,16,256GB SSD,Nvidia GTX 1650,16.0,1366x768,8.3,2.46,Windows,1008.76,Intel,Nvidia,GTX 1650,2019
11552,Acer,AMD Ryzen 7,32,256GB SSD,AMD Radeon RX 6600,14.0,1366x768,9.2,2.94,Linux,1818.47,AMD,AMD Radeon,RX 6600,2021
11553,Lenovo,AMD Ryzen 7,32,2TB SSD,Nvidia RTX 2060,14.0,2560x1440,8.1,2.88,Linux,2380.25,AMD,Nvidia,RTX 2060,2019
11554,Lenovo,Intel i3,32,512GB SSD,Nvidia RTX 3080,15.6,1366x768,7.4,3.28,Windows,1299.43,Intel,Nvidia,RTX 3080,2020
11555,Razer,Intel i3,32,256GB SSD,Nvidia,16.0,3840x2160,6.7,2.56,FreeDOS,2227.42,Intel,Nvidia,,2020
11557,Dell,AMD Ryzen 9,32,1TB HDD,Nvidia GTX 1650,14.0,1366x768,5.6,2.9,FreeDOS,1703.17,AMD,Nvidia,GTX 1650,2019
11558,Samsung,Intel i7,8,1TB HDD,AMD Radeon RX 6600,14.0,3840x2160,10.2,3.2,Linux,1692.25,Intel,AMD Radeon,RX 6600,2021
11559,HP,AMD Ryzen 7,8,512GB SSD,Nvidia RTX 3060,15.6,2560x1440,5.3,2.79,FreeDOS,1814.51,AMD,Nvidia,RTX 3060,2021
11560,MSI,AMD Ryzen 9,64,1TB SSD,Nvidia,16.0,1366x768,7.6,1.98,Windows,3090.31,AMD,Nvidia,,2020
11561,MSI,Intel i7,16,512GB SSD,Nvidia RTX 2060,14.0,3840x2160,4.4,3.22,macOS,3250.17,Intel,Nvidia,RTX 2060,2019
11562,HP,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,11.8,3.42,FreeDOS,2500.8,AMD,Nvidia,RTX 2060,2019
11563,MSI,AMD Ryzen 3,32,1TB HDD,Nvidia RTX 3080,16.0,1366x768,6.2,2.31,Linux,1428.5,AMD,Nvidia,RTX 3080,2020
11564,Lenovo,Intel i9,8,2TB SSD,Nvidia RTX 3060,17.3,1920x1080,9.9,1.47,macOS,1839.61,Intel,Nvidia,RTX 3060,2021
11565,Microsoft,AMD Ryzen 5,4,2TB SSD,AMD Radeon RX 6800,14.0,1366x768,10.4,3.19,Windows,771.12,AMD,AMD Radeon,RX 6800,2020
11566,Dell,Intel i7,64,1TB HDD,Nvidia RTX 3080,16.0,1920x1080,8.1,2.64,Windows,2868.88,Intel,Nvidia,RTX 3080,2020
11568,Razer,AMD Ryzen 7,32,2TB SSD,AMD Radeon RX 6600,14.0,1920x1080,11.0,1.84,Linux,2789.68,AMD,AMD Radeon,RX 6600,2021
11569,Lenovo,AMD Ryzen 3,8,2TB SSD,AMD Radeon RX 6600,17.3,2560x1440,10.7,1.97,Linux,1296.79,AMD,AMD Radeon,RX 6600,2021
11570,Asus,Intel i7,4,2TB SSD,Nvidia RTX 3080,14.0,1366x768,8.2,3.2,macOS,822.79,Intel,Nvidia,RTX 3080,2020
11571,Microsoft,Intel i3,4,1TB HDD,Nvidia RTX 3080,13.3,2560x1440,10.6,2.41,Linux,923.26,Intel,Nvidia,RTX 3080,2020
11572,Microsoft,Intel i7,16,1TB SSD,AMD Radeon RX 6800,17.3,2560x1440,8.6,2.7,macOS,2088.37,Intel,AMD Radeon,RX 6800,2020
11573,MSI,AMD Ryzen 3,8,1TB HDD,AMD Radeon RX 6600,15.6,1920x1080,4.6,2.19,FreeDOS,1012.39,AMD,AMD Radeon,RX 6600,2021
11574,Lenovo,AMD Ryzen 9,4,1TB HDD,Nvidia GTX 1650,17.3,3840x2160,9.4,3.24,macOS,2249.8,AMD,Nvidia,GTX 1650,2019
11575,Microsoft,Intel i3,4,512GB SSD,Nvidia RTX 3080,14.0,2560x1440,10.9,2.61,Windows,1037.63,Intel,Nvidia,RTX 3080,2020
11576,Razer,Intel i7,8,2TB SSD,AMD Radeon RX 6800,13.3,1920x1080,6.4,2.46,macOS,1648.6,Intel,AMD Radeon,RX 6800,2020
11577,MSI,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3080,17.3,2560x1440,7.2,2.27,FreeDOS,1857.37,AMD,Nvidia,RTX 3080,2020
11578,Microsoft,Intel i5,32,2TB SSD,Nvidia GTX 1650,15.6,2560x1440,10.9,2.71,Windows,2267.36,Intel,Nvidia,GTX 1650,2019
11579,Lenovo,Intel i5,4,1TB SSD,AMD Radeon RX 6600,15.6,3840x2160,4.1,1.27,Windows,1629.9,Intel,AMD Radeon,RX 6600,2021
11582,HP,AMD Ryzen 5,32,256GB SSD,Nvidia RTX 3080,13.3,3840x2160,6.7,2.89,macOS,2554.07,AMD,Nvidia,RTX 3080,2020
11584,Microsoft,Intel i5,16,256GB SSD,Nvidia RTX 3060,14.0,1920x1080,4.3,1.48,Windows,1319.04,Intel,Nvidia,RTX 3060,2021
11585,Microsoft,Intel i3,32,2TB SSD,AMD Radeon RX 6800,14.0,3840x2160,8.9,1.52,Windows,2136.35,Intel,AMD Radeon,RX 6800,2020
11586,Asus,AMD Ryzen 5,16,2TB SSD,Nvidia,16.0,1920x1080,6.9,1.64,macOS,773.1,AMD,Nvidia,,2019
11587,Microsoft,Intel i3,4,1TB HDD,Integrated,13.3,1366x768,4.1,2.87,Linux,279.57,Intel,Integrata,,2021
11588,Microsoft,AMD Ryzen 9,4,1TB HDD,Nvidia,15.6,1366x768,7.3,1.49,macOS,749.67,AMD,Nvidia,,2021
11590,Microsoft,Intel i7,32,512GB SSD,AMD Radeon RX 6800,15.6,2560x1440,8.6,2.71,Linux,2818.72,Intel,AMD Radeon,RX 6800,2020
11591,Samsung,Intel i5,16,1TB SSD,Nvidia RTX 3060,17.3,2560x1440,7.0,2.94,macOS,1645.49,Intel,Nvidia,RTX 3060,2021
11592,Razer,AMD Ryzen 3,4,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,11.0,3.16,FreeDOS,2053.54,AMD,Nvidia,RTX 2060,2019
11593,Microsoft,Intel i9,4,1TB HDD,Nvidia GTX 1650,15.6,3840x2160,10.9,1.36,Linux,2394.21,Intel,Nvidia,GTX 1650,2019
11594,HP,AMD Ryzen 7,32,256GB SSD,Nvidia RTX 2060,17.3,1920x1080,10.3,1.67,Windows,2225.05,AMD,Nvidia,RTX 2060,2019
11595,Dell,AMD Ryzen 3,4,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,5.1,2.84,Windows,1245.65,AMD,AMD Radeon,RX 6600,2021
11596,Acer,AMD Ryzen 9,16,2TB SSD,Nvidia GTX 1650,17.3,1366x768,11.4,1.73,Linux,1890.13,AMD,Nvidia,GTX 1650,2019
